epoch,layer,x,y,label
0,0,0.3680133454912675,-1.0259771532500044,0
0,0,-0.13118272762362299,0.464857048980429,1
0,0,0.2802031563434565,-1.7819312603978108,1
0,0,2.3428440403041013,-4.581059659032525,1
0,0,4.062074676169069,-7.374743710062003,0
0,0,2.8039779892992835,-5.004510910202341,0
0,0,2.255560721606232,-1.38732301763636,0
0,0,-1.7681473721262748,4.799763737919852,1
0,0,4.05276421437978,-6.249404006060385,0
0,0,-3.0293196608675763,4.468423101014271,1
0,0,-3.1674211600992535,4.320436522239272,1
0,0,1.437777847148797,-2.2612620439128492,0
0,0,-4.1979942679194195,4.60303510062177,1
0,0,3.7745663312987605,-4.065628208656977,0
0,0,2.4110340299511916,-1.8761533392855798,0
0,0,0.6607306921191134,-0.1774732065666375,1
0,0,-0.37136610649420543,-0.671776547297723,0
0,0,-1.590809764731746,0.7503184245788427,0
0,0,-1.650714341644424,2.2091557646937785,1
0,0,1.5958465917119908,-3.928275752386779,1
0,0,-2.644173815113573,6.289933723849483,1
0,0,-1.455369450119144,1.4471375115119822,1
0,0,-0.8105898835229518,2.3109374027129688,1
0,0,1.808454360112856,-1.319982257288964,0
0,0,-1.7307180384549241,-1.5026793152709834,0
0,0,-2.3693641396509784,2.5620497490468637,1
0,0,0.04262798669007404,1.0480750480968264,0
0,0,0.8495827514190467,-1.4758030712505863,0
0,0,0.3435897909647373,-0.09104809378396586,0
0,0,-0.2692735675074357,0.7847011800699828,1
0,0,-1.689339042920565,2.865680416917922,1
0,0,-1.9043744296724032,-1.5427948670906362,0
0,0,-4.506477423935575,3.565682415396422,0
0,0,3.4228116067600722,-5.96305908788161,0
0,0,-2.4394252456485312,4.497592238726673,0
0,0,1.211713572783728,-0.6621468500557742,0
0,0,4.156969271788035,-3.4037386377616277,0
0,0,2.131739193826568,-1.4828621166582636,0
0,0,3.841981715729698,-5.69814365860676,0
0,0,4.438075266211308,-7.238051911352316,0
0,0,-1.281856881009012,-0.2661810981284583,1
0,0,-2.8097429664505786,5.3968889337341395,1
0,0,3.2003471592365087,-2.5463964584148746,0
0,0,-3.9704815775877753,4.2569828738005056,0
0,0,1.4254558015399965,-2.364289609926858,0
0,0,0.6153669810332694,-1.973071341877938,1
0,0,2.849619923639794,-2.3649536094465535,0
0,0,4.306511479697747,-7.018333735266981,1
0,0,3.939349035458616,-7.51410866245255,1
0,0,-3.1872348753388184,4.6489313670613885,1
0,0,-3.064994326049645,5.488580409085346,1
0,0,-3.3379536388912046,5.256205909540648,1
0,0,-0.8260027324467373,1.0390147293591279,1
0,0,-0.20383310367393573,3.5709710172442954,1
0,0,-2.3978617696752083,4.362197590470786,0
0,0,-4.549267053111996,5.55904872488626,0
0,0,-3.8246658403489118,5.647836354302574,0
0,0,-2.9986151942865447,4.774963182264659,1
0,0,3.1997557002328927,-2.8417206818185154,0
0,0,-2.4487605782555835,4.967342486951481,1
0,0,4.450848360096807,-6.4093664237036805,0
0,0,-1.206327471789751,1.5434612670660603,0
0,0,3.074903449722481,-4.043221144576601,1
0,0,-0.4885291004500187,1.474600928053101,1
0,0,3.2659737624775516,-2.945513638628363,0
0,0,3.4663976807152728,-3.987503108885098,0
0,0,1.5647168952624633,-3.7754061849238885,0
0,0,-3.133381377127472,5.080515234280853,1
0,0,3.9259388376771245,-5.609371741524932,0
0,0,-1.4262146348034253,1.9879786249401292,1
0,0,-3.967740568107176,4.620980421092773,0
0,0,-3.748509634894185,4.971739292432339,0
0,0,4.014523734170251,-7.522496482527623,0
0,0,-1.3920207567946652,4.659281340493722,1
0,0,-0.7283317820539152,1.4659865190681776,1
0,0,1.9972079385253025,-3.948306088691131,0
0,0,1.9734649226501155,-4.083854982561004,1
0,0,2.710348359612652,-4.850445959870955,1
0,0,-0.8829871329649555,0.08082817633592887,1
0,0,3.4191385249575834,-5.741559833031004,1
0,0,-3.700893836604344,3.8755411052454742,0
0,0,-3.2983395648121916,5.954104971887652,1
0,0,-0.14900478952401214,-0.600934222345621,1
0,0,3.0685500869475986,-3.417539357244916,0
0,0,-2.8447913401008424,5.886740504951206,1
0,0,0.06871238420129298,1.2638730636184974,0
0,0,-0.9490177413376434,0.2451413986825069,0
0,0,-4.250801103160412,5.433586246123354,1
0,0,4.133432806807519,-4.56206597797277,0
0,0,1.0612843025410048,-0.08705415451569443,0
0,0,-3.7483770288249754,4.630806951338611,1
0,0,-2.9365733015419075,3.233219840027216,1
0,0,-0.005898262101111394,-0.4030832968155368,0
0,0,2.880684362642595,-5.3823757573386,1
0,0,1.0757561122760924,-1.0465641737847236,1
0,0,0.37383506878055695,-1.308488296252726,0
0,0,-3.1432767115910836,5.051762993880631,0
0,0,-3.848196119584525,5.235401980252863,1
0,0,-1.3570326969943258,2.0841110670773957,1
0,0,3.4785131073292277,-3.3563701876499676,0
0,1,1.0050546369257234,0.25463826195817507,0
0,1,-0.6001693655814128,-0.026119001299501652,1
0,1,1.220038728378715,0.6512815427038047,1
0,1,4.848944235231802,0.9819713487208438,1
0,1,8.081819663596676,1.2723681993747484,0
0,1,5.742638577051226,0.9453120196271457,0
0,1,2.7409612841938573,-0.7001352545619989,0
0,1,-4.801320731203876,-1.4137275943680674,1
0,1,7.18954544919149,0.6744285620102443,0
0,1,-5.161372896573881,-0.30086059841337953,1
0,1,-5.48459202291624,-0.9322069566672005,1
0,1,2.65863794815823,0.40011817919985954,0
0,1,-5.52119676422998,0.24921427909275504,1
0,1,5.3392148005865785,0.09711742197560402,0
0,1,2.9834079857625624,-0.5786914933042027,0
0,1,0.707364156026358,-0.3931168821690941,1
0,1,0.17436303298681635,0.24834938470740722,0
0,1,-0.5965503175051671,-1.2658587167878288,0
0,1,-2.375876780052709,-0.8144413659375535,1
0,1,3.9140883018809642,1.212421185940146,1
0,1,-6.667344804018892,-1.4274283259617648,1
0,1,-1.867152693758104,0.2821294134396068,1
0,1,-2.4640507143763477,-0.026963846648211862,1
0,1,2.2993242832571696,-0.17894201318577696,0
0,1,-1.0274422715869145,2.098928152674261,0
0,1,-3.3167859870491543,-1.5448856663706663,1
0,1,-0.5501386512919,-0.6730979803798547,0
0,1,1.671509945998038,0.19434813350956404,0
0,1,-0.48661203937566944,0.9778653952099609,0
0,1,-0.7269877993426439,-0.34835600304326625,1
0,1,-3.2403030210933412,-0.6162869409861798,1
0,1,-1.1838079480140187,2.2434975254251497,0
0,1,-5.915314225904506,-2.078912429900164,0
0,1,6.6570862866543,1.0408730555872692,0
0,1,-4.885331257792157,-0.6618953249332794,0
0,1,1.3722747598495686,-0.6029437090925881,0
0,1,4.996252621598033,-0.7853198139914124,0
0,1,2.616456853545511,-0.10578459165170723,0
